report_date,symbol,Open,Close,High,Low,Volume
2011-02-08,SPY,132.09,132.57,132.64,131.73,99072800
2011-02-09,SPY,132.21,132.27,132.63,131.61,146436700
2011-02-10,SPY,131.6,132.32,132.47,131.3,162708500
2011-02-11,SPY,131.8,133.11,133.28,131.77,137710300
2011-02-14,SPY,133.03,133.43,133.54,132.88,101690700
2011-02-15,SPY,133.02,133.01,133.22,132.32,119575400
2011-02-16,SPY,133.46,133.85,134.01,133.19,130183500
2011-02-17,SPY,133.46,134.25,134.43,133.34,109810500
2011-02-18,SPY,134.37,134.53,134.69,134.06,130002400
2011-02-22,SPY,133.12,131.83,134.56,131.47,233116400
2011-02-23,SPY,131.75,131.02,132.07,130.21,227584000
2011-02-24,SPY,130.88,130.93,131.44,129.7,260431400
2011-02-25,SPY,131.48,132.33,132.41,131.4,141686900
2011-02-28,SPY,132.82,133.15,133.32,132.38,141585500
2011-03-01,SPY,133.57,130.93,133.69,130.89,258565500
2011-03-02,SPY,130.75,131.21,131.82,130.35,200277400
2011-03-03,SPY,132.4,133.47,133.62,132.39,176480100
2011-03-04,SPY,133.37,132.47,133.63,131.6,277202300
2011-03-07,SPY,132.86,131.43,133.16,130.74,216790400
2011-03-08,SPY,131.64,132.58,133.0,131.07,174615000
2011-03-09,SPY,132.32,132.39,132.8,131.6,153806000
2011-03-10,SPY,131.0,129.94,131.18,129.81,301291800
2011-03-11,SPY,129.52,130.84,131.31,129.49,225621800
2011-03-14,SPY,129.99,130.05,130.48,129.06,234974100
2011-03-15,SPY,126.59,128.56,129.33,126.5,359585400
2011-03-16,SPY,128.15,126.18,128.57,125.28,468670300
2011-03-17,SPY,128.0,127.85,128.39,127.1,254303700
2011-03-18,SPY,128.84,127.76,128.88,127.51,230435400
2011-03-21,SPY,129.35,129.74,130.01,129.2,153992600
2011-03-22,SPY,129.72,129.29,129.89,129.17,129538600
2011-03-23,SPY,128.93,129.66,130.0,128.32,148603100
2011-03-24,SPY,130.4,130.9,131.09,129.67,159129800
2011-03-25,SPY,131.24,131.3,131.87,130.89,155642800
2011-03-28,SPY,131.58,130.98,131.92,130.94,109762400
2011-03-29,SPY,130.87,131.86,131.9,130.44,129798800
2011-03-30,SPY,132.55,132.77,133.16,132.36,135835000
2011-03-31,SPY,132.6,132.59,132.96,132.45,132537100
2011-04-01,SPY,133.41,133.15,133.77,132.83,153850100
2011-04-04,SPY,133.43,133.26,133.67,132.88,100768900
2011-04-05,SPY,133.0,133.24,133.83,132.94,120791500
2011-04-06,SPY,133.88,133.66,134.0,133.12,120411600
2011-04-07,SPY,133.42,133.32,133.98,132.66,170731500
2011-04-08,SPY,133.91,132.86,133.99,132.31,147945400
2011-04-11,SPY,133.0,132.46,133.45,132.14,121385400
2011-04-12,SPY,131.72,131.47,131.98,130.99,161187400
2011-04-13,SPY,132.08,131.46,132.18,130.96,162059000
2011-04-14,SPY,130.7,131.56,131.76,130.27,161220400
2011-04-15,SPY,131.8,132.04,132.37,131.41,170006700
2011-04-18,SPY,130.59,130.56,132.03,129.51,210759300
2011-04-19,SPY,130.76,131.31,131.35,130.44,124258800
2011-04-20,SPY,132.88,133.1,133.39,132.79,156133800
2011-04-21,SPY,133.79,133.78,133.84,133.1,135935400
2011-04-25,SPY,133.68,133.64,133.86,133.2,65757100
2011-04-26,SPY,134.05,134.79,135.06,133.91,146600000
2011-04-27,SPY,135.05,135.67,135.87,134.5,143031000
2011-04-28,SPY,135.43,136.11,136.29,135.41,124791100
2011-04-29,SPY,136.16,136.43,136.57,135.98,115094100
2011-05-02,SPY,137.07,136.22,137.18,135.95,126278700
2011-05-03,SPY,135.96,135.73,136.19,135.04,138375000
2011-05-04,SPY,135.67,134.83,135.73,134.23,182678500
2011-05-05,SPY,134.08,133.61,134.95,133.02,226900000
2011-05-06,SPY,134.94,134.2,135.63,133.68,222787200
2011-05-09,SPY,134.19,134.72,135.11,133.98,114104500
2011-05-10,SPY,135.17,135.87,136.11,135.0,114806900
2011-05-11,SPY,135.67,134.44,135.69,133.82,193564200
2011-05-12,SPY,134.08,135.08,135.36,133.39,171550700
2011-05-13,SPY,135.15,134.04,135.34,133.56,157444900
2011-05-16,SPY,133.56,133.19,134.61,132.97,141675400
2011-05-17,SPY,132.69,133.17,133.35,132.12,192686200
2011-05-18,SPY,133.24,134.36,134.5,132.95,135217900
2011-05-19,SPY,134.8,134.68,135.03,133.94,119489500
2011-05-20,SPY,134.33,133.61,134.68,133.36,182594900
2011-05-23,SPY,131.98,132.06,132.72,131.59,168700000
2011-05-24,SPY,132.44,131.95,132.73,131.7,147199600
2011-05-25,SPY,131.42,132.39,132.94,131.38,151050100
2011-05-26,SPY,132.03,133.0,133.24,131.78,164850000
2011-05-27,SPY,133.37,133.51,133.87,132.96,120921900
2011-05-31,SPY,134.77,134.9,134.92,133.84,164731200
2011-06-01,SPY,134.51,131.87,134.92,131.76,233094300
2011-06-02,SPY,131.96,131.73,132.24,130.96,200466800
2011-06-03,SPY,130.15,130.42,131.42,130.08,234690200
2011-06-06,SPY,130.09,129.04,130.36,128.87,179951200
2011-06-07,SPY,129.7,128.96,130.07,128.85,161660500
2011-06-08,SPY,128.76,128.42,129.19,128.18,198696400
2011-06-09,SPY,128.77,129.4,129.93,128.46,160964400
2011-06-10,SPY,128.85,127.6,128.93,127.26,238629400
2011-06-13,SPY,127.89,127.7,128.24,127.05,207599800
2011-06-14,SPY,128.87,129.32,129.77,128.82,160570400
2011-06-15,SPY,128.24,127.02,129.3,126.68,300958000
2011-06-16,SPY,127.06,127.3,127.97,126.32,308032800
2011-06-17,SPY,127.93,127.05,127.94,126.62,233284900
2011-06-20,SPY,126.62,127.7,127.97,126.58,159479000
2011-06-21,SPY,128.36,129.45,129.7,127.75,193157300
2011-06-22,SPY,129.05,128.67,129.81,128.59,176703000
2011-06-23,SPY,127.16,128.3,128.64,126.19,334286500
2011-06-24,SPY,128.27,126.81,128.37,126.62,226129300
2011-06-27,SPY,126.89,127.94,128.43,126.64,168904700
2011-06-28,SPY,128.45,129.61,129.63,128.27,165556300
2011-06-29,SPY,130.2,130.72,130.93,129.63,244295500
2011-06-30,SPY,131.14,131.97,132.18,130.71,223322700
2011-07-01,SPY,132.09,133.92,134.1,131.78,202385700
2011-07-05,SPY,133.78,133.81,134.08,133.39,165936000
2011-07-06,SPY,133.49,133.97,134.14,133.11,143331600
2011-07-07,SPY,135.16,135.36,135.7,134.88,170464200
2011-07-08,SPY,133.83,134.4,135.36,133.39,194100500
2011-07-11,SPY,132.75,131.97,133.18,131.66,195918600
2011-07-12,SPY,131.69,131.4,132.78,131.36,214675700
2011-07-13,SPY,132.09,131.84,133.22,131.52,204062600
2011-07-14,SPY,132.17,130.93,132.78,130.68,226111800
2011-07-15,SPY,131.66,131.69,131.87,130.77,220012800
2011-07-18,SPY,131.08,130.61,131.28,129.63,196872100
2011-07-19,SPY,131.34,132.73,132.89,131.31,166554900
2011-07-20,SPY,133.07,132.65,133.15,132.42,137145400
2011-07-21,SPY,133.4,134.49,134.82,132.67,245246300
2011-07-22,SPY,134.52,134.58,134.72,133.76,126019400
2011-07-25,SPY,133.3,133.83,134.49,133.16,136653800
2011-07-26,SPY,133.74,133.33,133.96,133.03,131278200
2011-07-27,SPY,132.59,130.6,132.63,130.43,249020100
2011-07-28,SPY,130.6,130.22,131.77,130.01,207939900
2011-07-29,SPY,128.91,129.33,130.55,127.97,307038400
2011-08-01,SPY,130.84,128.78,130.96,127.53,325790900
2011-08-02,SPY,127.81,125.49,128.5,125.49,346653800
2011-08-03,SPY,125.66,126.17,126.31,123.53,370830800
2011-08-04,SPY,124.42,120.26,124.62,120.06,520721800
2011-08-05,SPY,121.76,120.08,122.07,116.86,655619200
2011-08-08,SPY,116.91,112.26,120.12,112.02,702263900
2011-08-09,SPY,114.07,117.48,117.64,110.27,717828700
2011-08-10,SPY,115.26,112.29,116.28,111.95,662607400
2011-08-11,SPY,113.26,117.33,118.92,112.32,487979700
2011-08-12,SPY,118.4,118.12,119.21,117.28,313731600
2011-08-15,SPY,119.19,120.62,120.74,119.0,258810600
2011-08-16,SPY,119.47,119.59,120.69,118.31,294095200
2011-08-17,SPY,120.25,119.67,121.2,118.72,238201100
2011-08-18,SPY,116.5,114.51,119.71,113.39,512956300
2011-08-19,SPY,112.96,112.64,115.88,112.5,428281300
2011-08-22,SPY,115.17,112.73,115.23,112.41,275090600
2011-08-23,SPY,113.15,116.44,116.57,112.58,331136600
2011-08-24,SPY,116.19,118.08,118.24,115.92,246869700
2011-08-25,SPY,118.73,116.28,119.4,115.87,312365400
2011-08-26,SPY,115.69,117.97,118.51,113.85,314495900
2011-08-29,SPY,119.56,121.36,121.43,118.06,190977200
2011-08-30,SPY,120.83,121.68,122.43,119.26,241315700
2011-08-31,SPY,122.46,122.22,123.51,121.3,301828400
2011-09-01,SPY,122.29,120.94,123.4,120.78,254585900
2011-09-02,SPY,118.42,117.85,120.87,117.43,255517200
2011-09-06,SPY,114.39,116.99,117.16,114.38,285130500
2011-09-07,SPY,118.76,120.29,120.34,118.36,209803200
2011-09-08,SPY,119.57,119.04,120.94,118.77,250568200
2011-09-09,SPY,117.68,115.92,119.06,115.28,380195100
2011-09-12,SPY,114.47,116.67,116.76,114.05,305793500
2011-09-13,SPY,117.05,117.74,118.18,116.22,272514700
2011-09-14,SPY,118.34,119.37,120.8,116.72,319389500
2011-09-15,SPY,120.65,121.43,121.47,119.4,326777200
2011-09-16,SPY,121.29,121.52,121.97,120.32,284528300
2011-09-19,SPY,119.53,120.31,120.93,118.72,241517000
2011-09-20,SPY,120.82,120.17,121.99,120.01,218932200
2011-09-21,SPY,120.23,116.63,120.6,116.44,316251300
2011-09-22,SPY,113.25,112.86,114.21,111.3,513911300
2011-09-23,SPY,112.11,113.54,114.16,112.02,307242500
2011-09-26,SPY,114.61,116.24,116.4,112.98,260673700
2011-09-27,SPY,118.53,117.54,119.56,116.84,311753900
2011-09-28,SPY,117.78,115.14,118.49,114.97,286696800
2011-09-29,SPY,117.05,116.05,117.63,113.93,298108900
2011-09-30,SPY,114.45,113.15,115.45,113.07,288392300
2011-10-03,SPY,112.49,109.93,113.95,109.81,365136800
2011-10-04,SPY,108.35,112.34,112.58,107.43,459177500
2011-10-05,SPY,112.62,114.42,114.72,111.58,284108000
2011-10-06,SPY,114.36,116.49,116.66,113.51,257800800
2011-10-07,SPY,117.17,115.71,117.25,115.06,312657900
2011-10-10,SPY,117.68,119.58,119.63,117.67,230666300
2011-10-11,SPY,118.87,119.7,120.04,118.75,209088000
2011-10-12,SPY,120.6,120.75,122.14,120.33,281544900
2011-10-13,SPY,120.04,120.51,120.87,119.12,212538800
2011-10-14,SPY,121.91,122.57,122.6,121.23,211397600
2011-10-17,SPY,121.99,120.23,122.55,119.93,202311600
2011-10-18,SPY,120.14,122.58,123.5,119.2,318857900
2011-10-19,SPY,122.38,121.13,123.08,120.71,226601300
2011-10-20,SPY,121.43,121.66,122.1,119.82,262075600
2011-10-21,SPY,123.09,123.97,124.12,122.72,278999400
2011-10-24,SPY,124.17,125.49,125.8,124.06,203215600
2011-10-25,SPY,124.89,123.05,124.95,122.78,268596800
2011-10-26,SPY,124.35,124.3,124.77,122.21,289053800
2011-10-27,SPY,127.63,128.63,129.42,126.61,393220200
2011-10-28,SPY,128.0,128.6,128.85,127.8,225906500
2011-10-31,SPY,127.16,125.5,128.62,125.32,228146700
2011-11-01,SPY,122.03,122.0,123.51,121.52,416565800
2011-11-02,SPY,123.83,123.99,124.4,122.79,244717600
2011-11-03,SPY,125.27,126.25,126.5,123.6,291174800
2011-11-04,SPY,125.23,125.48,125.7,124.01,249401600
2011-11-07,SPY,125.39,126.26,126.39,124.2,196617200
2011-11-08,SPY,126.92,127.88,128.02,125.71,224426300
2011-11-09,SPY,124.89,123.16,125.8,122.86,337982000
2011-11-10,SPY,124.79,124.32,124.94,123.02,231866500
2011-11-11,SPY,125.83,126.66,126.99,125.79,189924400
2011-11-14,SPY,126.19,125.46,127.45,124.92,159258300
2011-11-15,SPY,125.17,126.08,126.75,124.72,184709400
2011-11-16,SPY,124.81,124.08,126.34,123.9,235782500
2011-11-17,SPY,123.85,122.11,124.16,121.23,331219600
2011-11-18,SPY,122.5,121.98,122.75,121.47,215580400
2011-11-21,SPY,120.2,119.66,120.35,118.65,229611600
2011-11-22,SPY,119.4,119.19,120.1,118.52,216494900
2011-11-23,SPY,118.07,116.56,119.19,116.56,224329100
2011-11-25,SPY,116.38,116.34,117.7,116.2,99557000
2011-11-28,SPY,119.54,119.71,120.18,118.82,210686000
2011-11-29,SPY,120.05,120.05,121.0,119.61,199241500
2011-11-30,SPY,123.49,124.99,125.22,120.0,324439500
2011-12-01,SPY,124.85,124.97,125.64,124.43,176954800
2011-12-02,SPY,126.12,124.86,126.5,124.78,221109700
2011-12-05,SPY,126.84,126.22,127.18,125.44,225263900
2011-12-06,SPY,126.21,126.26,127.11,125.76,178842100
2011-12-07,SPY,125.84,126.73,127.26,124.97,237802500
2011-12-08,SPY,125.9,123.95,126.18,123.65,240862800
2011-12-09,SPY,124.51,126.05,126.37,124.4,209111400
2011-12-12,SPY,124.95,124.21,124.97,123.16,215826100
2011-12-13,SPY,124.86,123.05,125.57,122.45,245159800
2011-12-14,SPY,122.56,121.74,123.03,121.47,238618800
2011-12-15,SPY,123.03,122.18,123.2,121.99,199109200
2011-12-16,SPY,122.23,121.59,122.95,121.3,220481400
2011-12-19,SPY,122.06,120.29,122.32,120.03,183903000
2011-12-20,SPY,122.18,123.93,124.14,120.37,225418100
2011-12-21,SPY,123.93,124.17,124.36,122.75,194230900
2011-12-22,SPY,124.63,125.27,125.4,124.23,119465400
2011-12-23,SPY,125.67,126.39,126.43,125.41,92187200
2011-12-27,SPY,126.17,126.49,126.82,126.06,86075700
2011-12-28,SPY,126.51,124.83,126.53,124.73,119107100
2011-12-29,SPY,125.24,126.12,126.25,124.86,123507200
2011-12-30,SPY,126.02,125.5,126.33,125.5,95599000
2012-01-03,SPY,127.76,127.5,128.38,127.43,193697900
2012-01-04,SPY,127.2,127.7,127.81,126.71,127186500
2012-01-05,SPY,127.01,128.04,128.23,126.43,173895000
2012-01-06,SPY,128.2,127.71,128.22,127.29,148050000
2012-01-09,SPY,128.0,128.02,128.18,127.41,99530200
2012-01-10,SPY,129.39,129.13,129.65,128.95,115282000
2012-01-11,SPY,128.73,129.2,129.37,128.52,111540700
2012-01-12,SPY,129.57,129.51,129.7,128.54,118983700
2012-01-13,SPY,128.64,128.84,129.05,127.72,179836200
2012-01-17,SPY,130.08,129.34,130.32,128.9,132209200
2012-01-18,SPY,129.31,130.77,130.84,129.08,163395200
2012-01-19,SPY,131.22,131.46,131.57,130.8,126328900
2012-01-20,SPY,131.24,131.95,131.95,130.92,138230200
2012-01-23,SPY,131.51,131.61,132.25,130.98,129295800
2012-01-24,SPY,130.8,131.46,131.5,130.6,103083300
2012-01-25,SPY,131.26,132.56,132.87,130.75,198613200
2012-01-26,SPY,133.15,131.88,133.4,131.36,184880500
2012-01-27,SPY,131.24,131.82,132.05,131.15,135259100
2012-01-30,SPY,130.51,131.37,131.44,130.06,147311800
2012-01-31,SPY,132.02,131.32,132.18,130.68,157212000
2012-02-01,SPY,132.29,132.47,133.14,132.13,166234500
2012-02-02,SPY,132.73,132.68,133.02,132.21,113090400
2012-02-03,SPY,134.0,134.54,134.62,133.77,160598500
2012-02-06,SPY,133.98,134.45,134.51,133.83,107694500
2012-02-07,SPY,134.17,134.79,135.02,133.64,135528100
2012-02-08,SPY,134.86,135.19,135.22,134.31,139361400
2012-02-09,SPY,135.41,135.36,135.59,134.56,148602900
2012-02-10,SPY,134.16,134.36,134.47,133.84,167907500
2012-02-13,SPY,135.32,135.36,135.52,134.74,115841900
2012-02-14,SPY,135.0,135.19,135.27,134.25,165329500
2012-02-15,SPY,135.63,134.56,135.83,134.29,195195100
2012-02-16,SPY,134.57,136.05,136.17,134.33,186567800
2012-02-17,SPY,136.52,136.41,136.63,135.96,129869400
2012-02-21,SPY,136.73,136.47,137.05,136.05,134042300
2012-02-22,SPY,136.26,136.03,136.55,135.79,124455300
2012-02-23,SPY,135.96,136.63,136.73,135.5,137704300
2012-02-24,SPY,136.93,136.93,137.2,136.63,105539100
2012-02-27,SPY,136.02,137.16,137.53,135.8,145728900
2012-02-28,SPY,137.2,137.56,137.72,136.93,129355900
2012-02-29,SPY,137.76,137.02,138.19,136.54,185934700
2012-03-01,SPY,137.31,137.73,137.99,136.93,145023500
2012-03-02,SPY,137.64,137.31,137.82,137.0,120638300
2012-03-05,SPY,137.1,136.75,137.2,136.28,140765000
2012-03-06,SPY,135.35,134.75,135.43,134.36,202129900
2012-03-07,SPY,135.06,135.69,135.91,134.93,143692200
2012-03-08,SPY,136.52,137.04,137.32,136.24,116968900
2012-03-09,SPY,137.3,137.57,137.93,137.13,122836800
2012-03-12,SPY,137.55,137.58,137.76,137.09,104003500
2012-03-13,SPY,138.32,140.06,140.13,138.09,184090500
2012-03-14,SPY,140.1,139.91,140.45,139.48,145163600
2012-03-15,SPY,140.12,140.72,140.78,139.76,165118500
2012-03-16,SPY,140.36,140.3,140.48,140.0,152893500
2012-03-19,SPY,140.21,140.85,141.28,140.11,125291100
2012-03-20,SPY,140.05,140.44,140.61,139.64,121729700
2012-03-21,SPY,140.52,140.21,140.65,139.92,122388400
2012-03-22,SPY,139.18,139.2,139.55,138.74,135216700
2012-03-23,SPY,139.32,139.65,139.81,138.55,120521000
2012-03-26,SPY,140.65,141.61,141.61,140.6,120164000
2012-03-27,SPY,141.74,141.17,141.83,141.08,119868500
2012-03-28,SPY,141.1,140.47,141.32,139.64,148562100
2012-03-29,SPY,139.64,140.23,140.49,139.09,164963700
2012-03-30,SPY,140.92,140.81,141.05,140.05,135486800
2012-04-02,SPY,140.64,141.84,142.21,140.36,151741100
2012-04-03,SPY,141.64,141.26,141.88,140.43,155806700
2012-04-04,SPY,140.22,139.86,140.34,139.34,146896000
2012-04-05,SPY,139.38,139.79,140.2,139.26,137439400
2012-04-09,SPY,138.03,138.22,139.84,137.84,127555900
2012-04-10,SPY,137.95,135.9,138.34,135.76,235360300
2012-04-11,SPY,137.29,137.0,137.54,136.75,154133000
2012-04-12,SPY,137.13,138.79,138.9,137.03,154321500
2012-04-13,SPY,138.47,137.14,138.82,137.01,169246700
2012-04-16,SPY,137.84,137.05,138.04,136.58,147825300
2012-04-17,SPY,137.84,139.08,139.36,137.7,147877600
2012-04-18,SPY,138.46,138.61,139.08,138.38,123884200
2012-04-19,SPY,138.63,137.72,139.15,137.07,198666700
2012-04-20,SPY,138.33,137.95,138.83,137.87,143199600
2012-04-23,SPY,136.54,136.79,136.91,135.94,171844900
2012-04-24,SPY,136.91,137.31,137.66,136.8,137484200
2012-04-25,SPY,138.65,139.19,139.25,138.53,150252200
2012-04-26,SPY,138.89,140.16,140.32,138.81,136291600
2012-04-27,SPY,140.58,140.39,140.79,139.8,130725000
2012-04-30,SPY,140.11,139.87,140.21,139.49,115092200
2012-05-01,SPY,139.79,140.74,141.66,139.63,138832200
2012-05-02,SPY,139.92,140.32,140.46,139.46,121081000
2012-05-03,SPY,140.34,139.25,140.45,138.99,143759700
2012-05-04,SPY,138.52,137.0,139.3,136.92,193927300
2012-05-07,SPY,136.51,137.1,137.56,136.46,127765900
2012-05-08,SPY,136.28,136.55,136.77,134.92,213377700
2012-05-09,SPY,135.1,135.74,136.61,134.49,220752500
2012-05-10,SPY,136.68,136.02,136.85,135.71,150600000
2012-05-11,SPY,135.17,135.61,136.87,135.11,153032400
2012-05-14,SPY,134.31,134.11,135.61,133.91,163910000
2012-05-15,SPY,134.02,133.34,134.81,133.13,207629300
2012-05-16,SPY,133.94,132.83,134.55,132.8,207265500
2012-05-17,SPY,132.86,130.86,133.02,130.79,247992900
2012-05-18,SPY,131.37,129.74,131.6,129.55,319615900
2012-05-21,SPY,130.16,131.97,132.02,129.95,177861100
2012-05-22,SPY,132.31,132.2,133.23,131.34,197531200
2012-05-23,SPY,131.25,132.27,132.46,129.99,204958400
2012-05-24,SPY,132.63,132.53,132.84,131.42,167357600
2012-05-25,SPY,132.48,132.1,132.85,131.78,135465600
2012-05-29,SPY,133.16,133.7,133.93,131.17,152883500
2012-05-30,SPY,132.56,131.76,133.69,131.49,162370400
2012-05-31,SPY,131.71,131.47,132.45,130.34,196186000
2012-06-01,SPY,129.41,128.16,131.5,128.16,253240900
2012-06-04,SPY,128.39,128.1,128.74,127.14,202545800
2012-06-05,SPY,127.85,129.07,129.26,127.78,164149400
2012-06-06,SPY,129.97,131.97,132.03,129.93,184202800
2012-06-07,SPY,133.47,132.05,133.53,131.78,184772700
2012-06-08,SPY,131.71,133.1,133.13,131.29,143915400
2012-06-11,SPY,134.17,131.41,134.25,131.28,169756100
2012-06-12,SPY,131.79,132.92,133.01,131.16,181931800
2012-06-13,SPY,132.53,132.07,133.36,131.62,172223900
2012-06-14,SPY,132.34,133.47,134.0,131.98,230615500
2012-06-15,SPY,133.38,134.14,134.26,133.1,169444500
2012-06-18,SPY,133.58,134.4,134.73,133.28,131360900
2012-06-19,SPY,135.08,135.7,136.25,134.37,137382600
2012-06-20,SPY,135.71,135.48,136.1,134.27,206451800
2012-06-21,SPY,135.64,132.44,135.78,132.33,205272200
2012-06-22,SPY,133.13,133.46,133.71,132.62,130029200
2012-06-25,SPY,132.05,131.32,132.1,130.85,146375700
2012-06-26,SPY,131.7,131.98,132.38,130.93,141634000
2012-06-27,SPY,132.42,133.17,133.43,131.97,108088000
2012-06-28,SPY,132.29,132.79,132.99,131.28,169242100
2012-06-29,SPY,135.2,136.1,136.27,134.85,212250900
2012-07-02,SPY,136.48,136.51,136.65,135.52,129524500
2012-07-03,SPY,136.48,137.41,137.51,136.34,80450000
2012-07-05,SPY,136.9,136.79,137.8,136.29,126177500
2012-07-06,SPY,135.47,135.49,135.77,134.85,151192100
2012-07-09,SPY,135.38,135.32,135.57,134.7,103780500
2012-07-10,SPY,136.01,134.14,136.23,133.68,167884800
2012-07-11,SPY,134.21,134.16,134.6,133.38,141733400
2012-07-12,SPY,133.38,133.51,134.23,132.6,143583200
2012-07-13,SPY,133.86,135.75,135.89,133.84,129642600
2012-07-16,SPY,135.44,135.43,135.83,134.9,97525200
2012-07-17,SPY,135.97,136.36,136.64,134.55,138860300
2012-07-18,SPY,136.04,137.37,137.64,135.96,113349700
2012-07-19,SPY,137.65,137.73,138.18,137.21,129847300
2012-07-20,SPY,136.95,136.47,137.16,136.32,142904500
2012-07-23,SPY,134.47,135.09,136.38,133.84,145210900
2012-07-24,SPY,135.19,133.93,135.25,133.03,173301200
2012-07-25,SPY,134.21,133.96,134.56,133.25,129122300
2012-07-26,SPY,135.89,136.17,136.46,135.26,156526500
2012-07-27,SPY,136.89,138.68,139.07,136.14,236768900
2012-07-30,SPY,138.52,138.68,139.34,138.27,106782000
2012-07-31,SPY,138.49,137.71,138.87,137.71,120575900
2012-08-01,SPY,138.7,137.59,138.73,137.4,138293800
2012-08-02,SPY,136.55,136.64,137.57,135.58,199556600
2012-08-03,SPY,138.56,139.35,139.64,136.68,157825000
2012-08-06,SPY,139.72,139.62,140.17,139.56,86326200
2012-08-07,SPY,140.18,140.32,140.92,140.03,109545100
2012-08-08,SPY,139.85,140.49,140.65,139.81,89754700
2012-08-09,SPY,140.29,140.61,140.89,140.15,90291700
2012-08-10,SPY,140.04,140.84,140.89,139.81,99792700
2012-08-13,SPY,140.6,140.77,140.84,140.04,79426900
2012-08-14,SPY,141.29,140.79,141.38,140.37,102379400
2012-08-15,SPY,140.64,140.95,141.19,140.55,71085900
2012-08-16,SPY,141.15,141.99,142.16,140.8,112014200
2012-08-17,SPY,142.23,142.18,142.3,141.86,90813700
2012-08-20,SPY,141.98,142.19,142.22,141.59,78255700
2012-08-21,SPY,142.54,141.76,143.09,141.45,105581100
2012-08-22,SPY,141.4,141.82,142.05,141.07,133243500
2012-08-23,SPY,141.47,140.66,141.48,140.44,111466400
2012-08-24,SPY,140.31,141.51,141.83,140.22,99481200
2012-08-27,SPY,141.89,141.54,142.08,141.34,68785900
2012-08-28,SPY,141.18,141.4,141.84,140.97,75689600
2012-08-29,SPY,141.52,141.51,141.89,141.12,65421300
2012-08-30,SPY,140.9,140.49,140.94,140.19,96589900
2012-08-31,SPY,141.29,141.16,141.82,140.36,151970400
2012-09-04,SPY,141.04,141.03,141.46,140.13,120226200
2012-09-05,SPY,141.09,140.91,141.47,140.63,100660300
2012-09-06,SPY,141.76,143.77,143.78,141.75,158272500
2012-09-07,SPY,144.01,144.33,144.39,143.88,107272100
2012-09-10,SPY,144.19,143.51,144.44,143.46,86458500
2012-09-11,SPY,143.6,143.91,144.37,143.56,88760000
2012-09-12,SPY,144.39,144.39,144.55,143.9,87640900
2012-09-13,SPY,144.37,146.59,147.04,143.99,225470200
2012-09-14,SPY,146.88,147.24,148.11,146.76,169777000
2012-09-17,SPY,146.94,146.74,147.19,146.37,119427800
2012-09-18,SPY,146.49,146.62,146.81,146.25,98326600
2012-09-19,SPY,146.79,146.7,147.17,146.41,128318300
2012-09-20,SPY,146.03,146.71,146.79,145.63,154009800
2012-09-21,SPY,146.64,145.87,146.67,145.81,108737500
2012-09-24,SPY,145.15,145.65,145.98,145.04,95682000
2012-09-25,SPY,145.96,144.1,146.24,144.06,133165200
2012-09-26,SPY,144.07,143.29,144.11,142.95,146502200
2012-09-27,SPY,143.89,144.64,144.97,143.51,111830300
2012-09-28,SPY,144.09,143.97,144.56,143.46,150696100
2012-10-01,SPY,144.52,144.35,145.69,144.01,135911200
2012-10-02,SPY,144.92,144.5,145.15,143.83,113422200
2012-10-03,SPY,144.89,145.09,145.43,144.13,121283100
2012-10-04,SPY,145.64,146.13,146.34,145.44,124311600
2012-10-05,SPY,146.91,146.14,147.16,145.7,124842100
2012-10-08,SPY,145.6,145.64,146.12,145.31,78415400
2012-10-09,SPY,145.53,144.2,145.65,144.15,148872900
2012-10-10,SPY,144.18,143.28,144.32,143.09,124247500
2012-10-11,SPY,144.28,143.36,144.49,143.33,123601500
2012-10-12,SPY,143.46,142.89,143.95,142.58,124181900
2012-10-15,SPY,143.23,144.08,144.23,142.77,107689100
2012-10-16,SPY,144.76,145.54,145.64,144.66,108815500
2012-10-17,SPY,145.64,146.2,146.32,145.42,128834100
2012-10-18,SPY,145.82,145.82,146.52,145.33,148108500
2012-10-19,SPY,145.55,143.39,145.56,143.05,185645200
2012-10-22,SPY,143.15,143.41,143.67,142.28,125578600
2012-10-23,SPY,141.86,141.42,142.06,140.83,192056300
2012-10-24,SPY,141.93,141.02,142.1,140.8,120179400
2012-10-25,SPY,142.02,141.43,142.28,140.57,134457400
2012-10-26,SPY,141.3,141.35,141.84,140.39,146023500
2012-10-31,SPY,141.85,141.35,142.03,140.68,103438500
2012-11-01,SPY,141.65,142.83,143.01,141.52,100995600
2012-11-02,SPY,143.68,141.56,143.72,141.41,137702200
2012-11-05,SPY,141.35,141.85,142.17,140.93,98378500
2012-11-06,SPY,142.28,142.96,143.52,142.13,107068100
2012-11-07,SPY,141.66,139.72,141.68,139.06,264304500
2012-11-08,SPY,139.7,138.04,140.41,137.93,181517300
2012-11-09,SPY,137.62,138.16,139.44,137.55,201055300
2012-11-12,SPY,138.59,138.27,138.81,137.96,97677500
2012-11-13,SPY,137.54,137.79,139.25,137.36,123018300
2012-11-14,SPY,138.21,135.93,138.43,135.62,191505000
2012-11-15,SPY,135.98,135.7,136.49,135.18,178128400
2012-11-16,SPY,135.9,136.37,136.64,134.7,239483900
2012-11-19,SPY,137.9,139.13,139.15,136.41,151495800
2012-11-20,SPY,138.91,139.19,139.42,138.08,119807400
